,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
736,20694,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället, .",0,,,
737,20695,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt, .",0,,,
738,20696,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,"Vinnova ska använda m 15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt .",0,,,
739,20697,646,14006,2019,Vinnova ska använda minst:,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,Vinnova ska använda m 10 miljoner kronor för innovationsinsatser för standardisering.,0,,,
740,20698,646,14006,2019,,"<ul>  <li>600 miljoner kronor för strategiska innovationsområden,</li>  <li>105 miljoner kronor för svenskt deltagande i partnerskapsprogram inom ramen för det europeiska forsknings- och innovationssamarbetet och 12,9 miljoner kronor för att koordinera och finansiera deltagande i internationellt forsknings- och innovationssamarbete,</li>  <li>150 miljoner kronor för att underlätta etablering, användande, tillgängliggörande och utveckling av test- och demonstrationsmiljöer, t.ex. vid industriforskningsinstituten under RISE Research Institutes of Sweden AB eller andra kvalificerade huvudmän,</li>  <li>60 miljoner kronor för insatser kopplade till universitets och högskolors forskning och forskarutbildning utifrån bedömning av kvalitet i samverkan med det omgivande samhället,</li>  <li>30 miljoner kronor för en utökad satsning på verifiering av forskningsresultat och projekt,</li>  <li>15 miljoner kronor för innovationsinsatser inom området tillgänglighetsdesign, samt</li>  <li>10 miljoner kronor för innovationsinsatser för standardisering.</li>  </ul>  Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den <br />17 december 2015 i ärende N2015/08872/IF.",Näringsdepartementet,Myndighet Verket för innovationssystem,24,Näringsliv,24 01 002,2019,Verket för innovationssystem: Forskning och utveckling,1,Verket för innovationssystem,,,1:2 ap.1,Verket för innovationssystem,2978155000,Av anslaget ska minst 45 miljoner kronor användas för miljö- och klimatinsatser enligt uppdrag 2 och 3 i regeringens beslut den 17 december 2015 i ärende N2015/08872/IF.,0,,,
741,15029,582,10060,2020,,Anslagsposten får även användas till kostnader för avhjälpande som uppkommit med anledning av att en tillsynsmyndighet har begärt verkställighet enligt 26 kap. 17 § miljöbalken eller beslutat om rättelse enligt 26 kap. 18 § miljöbalken.,Miljödepartementet,Myndighet Naturvårdsverket,20,Allmän miljö- och naturvård,20 01 004,2020,Sanering och återställning av förorenade områden,7,Sanering o återställ - Sanering vrak- del till HaV,,,1:4 ap.7,Havs- och vattenmyndigheten,30000000,Anslagsposten får även användas till kostnader för avhjälpande som uppkommit med anledning av att en tillsynsmyndighet har begärt verkställighet enligt 26 kap. 17 § miljöbalken eller beslutat om rättelse enligt 26 kap. 18 § miljöbalken.,0,,,
742,35341,1368,23982,2015,,"EU:s rådgivande insats i Ukraina (EUAM Ukraina), minst 1,3 miljoner kronor",Utrikesdepartementet,Myndighet Folke Bernadotteakademin,7,Internationellt bistånd,07 01 001,2015,Biståndsverksamhet,42,Internationell civil krishantering - del till FBA,,,1:1 ap.42,Folke Bernadotteakademin,68020000,"EU:s rådgivande insats i Ukraina (EUAM Ukraina), minst 1,3 miljoner kronor",2,,,
743,57103,2313,38851,2010,,19. Anslagsbeloppet får användas till särskilt anställningsstöd enligt 3 § förordningen (1997:1275) om anställningsstöd. Av anslagsbeloppet får 400 000 000 kronor endast användas för särskilt anställningsstöd i form av instegsjobb.,Arbetsmarknadsdepartementet,Myndighet Arbetsförmedlingen,14,Arbetsmarknad och arbetsliv,14 01 003,2010,Kostnader för arbetsmarknadspolitiska program och insatser,1,Kostnader för arbetsmarknadspolitiska program och insatser,,,1:3 ap.1,Arbetsförmedlingen,8005000000,Av anslagsbeloppet får 400 000 000 kronor endast användas för särskilt anställningsstöd i form av instegsjobb.,0,,,
744,60227,2485,41335,2009,,"Anslaget skall förutom olika former av stöd till forskning finansiera utvärderingar, beredningsarbete, konferenser, vissa resor och seminarier som är kopplade till forskningsstödet samt informationsinsatser.",Socialdepartementet,Myndighet Forskningsrådet för arbetsliv och socialvetenskap,9,"Hälsovård, sjukvård och social omsorg",09 08 002,2009,Forskningsrådet för arbetsliv och socialvetenskap: Forskning,1,Forskningsrådet för arbetsliv och socialvetenskap: Forskning,,,8:2 ap.1,Forskningsrådet för arbetsliv och socialvetenskap,392275000,"Anslaget skall förutom olika former av stöd till forskning finansiera utvärderingar, beredningsarbete, konferenser, vissa resor och seminarier som är kopplade till forskningsstödet samt informationsinsatser.",0,,,
745,26700,1002,18304,2017,,Länsstyrelsen i Örebro får använda 12 000 000 kronor under 2017 i enlighet med regeringsbeslut III:7 från den 25 februari 2016 (dnr S2016/01458/FST) angående förstärkt alkohol- och tobakstillsyn 2016–2020.,Socialdepartementet,Anslag 09 06 002,9,"Hälsovård, sjukvård och social omsorg",09 06 002,2017,"Åtgärder avseende alkohol, narkotika, dopning, tobak samt spel",2,Tillsyn,,,6:2 ap.2,Länsstyrelsen i Örebro län,12000000,Länsstyrelsen i Örebro får använda 12 000 000 kronor under 2017 i enlighet med regeringsbeslut III:7 från den 25 februari 2016 (dnr S2016/01458/FST) angående förstärkt alkohol- och tobakstillsyn 2016–2020.,0,,,
746,19170,678,12975,2019,,Medlen får användas för ett flervetenskapligt grundforskningsprogram för forskning om det civila samhället i enlighet med riktlinjer i regleringsbrev för budgetåret 2019 avseende Vetenskapsrådet.,Kulturdepartementet,Anslag 17 13 005,17,"Kultur, medier, trossamfund och fritid",17 13 005,2019,Insatser för den ideella sektorn,1,Forskningsprogram om det civila samhället,,,13:5 ap.1,Vetenskapsrådet,12000000,Medlen får användas för ett flervetenskapligt grundforskningsprogram för forskning om det civila samhället i enlighet med riktlinjer i regleringsbrev för budgetåret 2019 avseende Vetenskapsrådet.,0,,,
747,28370,1049,19367,2017,,"För utgifter i enlighet med förordningen (2015:215) om statsbidrag för de lägre årskurserna i grundskolan och motsvarande skolformer samt viss annan utbildning får Statens skolverk, exklusive det som avser fritidshemmet, belasta anslagsposten med högst 2 300 000 000 kronor, varav högst 329 000 000 kronor får användas för bidragsramen enligt 8 § tredje stycket.",Utbildningsdepartementet,Myndighet Statens skolverk,16,Utbildning och universitetsforskning,16 01 016,2017,Fler anställda i lågstadiet,1,Fler anställda i lågstadiet,,,1:16 ap.1,Statens skolverk,2300000000,"För utgifter i enlighet med förordningen (2015:215) om statsbidrag för de lägre årskurserna i grundskolan och motsvarande skolformer samt viss annan utbildning får Statens skolverk, exklusive det som avser fritidshemmet, belasta anslagsposten med högst 2 300 000 000 kronor, varav högst 329 000 000 kronor får användas för bidragsramen enligt 8 § tredje stycket.",0,,,
748,39534,1537,26780,2014,,Medlen ska i första hand användas i enlighet med gällande resultatstrategier eller motsvarande.,Utrikesdepartementet,Myndighet Styrelsen för internationellt utvecklingssamarbete,7,Internationellt bistånd,07 01 001,2014,Biståndsverksamhet,9,Afrika,,,1:1 ap.9,Styrelsen för internationellt utvecklingssamarbete,5350000000,Medlen ska i första hand användas i enlighet med gällande resultatstrategier eller motsvarande.,1,,,
749,62089,2572,42929,2009,,Högst 1 000 000 kronor får användas för kostander förknippade med deltagande i <em>Prototype Carbon Fund </em>vid Världsbanken resp. <em>Multilateral Carbon Credit Fund </em>vid Europeiska utvecklingsbanken (EBRD).,Miljödepartementet,Anslag 1:13,20,Allmän miljö- och naturvård,20 01 013,2009,Insatser för internationella klimatinvesteringar,1,Ins. int. klimat. - del till STEM,,,1:13 ap.1,Statens energimyndighet,270100000,Högst 1 000 000 kronor får användas för kostander förknippade med deltagande i Prototype Carbon Fund vid Världsbanken resp. Multilateral Carbon Credit Fund vid Europeiska utvecklingsbanken (EBRD).,0,,,
